A1,B8196,C3566
A2102,B5293,C139
A2103,B242,C9607
A2103,B2793,C6351
A2104,B9356,C6078
A2104,B9414,C7112
A2105,B968,C2324
A2107,B3102,C6792
A2110,B948,C9110
A2111,B8927,C7273
A2113,B828,C226
A2113,B9367,C6147
A2114,B2949,C3311
A2114,B4770,C9450
A2114,B7762,C8300
A2122,B6463,C4102
A2123,B2964,C2575
A2123,B4518,C3634
A2124,B2424,C1355
A2128,B513,C8843
A2128,B74,C2366
A2130,B1530,C5715
A2131,B3281,C8140
A2131,B8698,C2442
A2133,B9155,C3664
A2134,B5369,C7179
A2134,B713,C5681
A2135,B439,C3839
A2135,B9491,C257
A2136,B1188,C1999
A2138,B6348,C768
A2139,B9223,C496
A2139,B9946,C9196
A2141,B8159,C5871
A2142,B3504,C5337
A2142,B6990,C7308
A2142,B8529,C7603
A2143,B1023,C1805
A2143,B1685,C4610
A2144,B9262,C9062
A2146,B5238,C9990
A2146,B7744,C3472
A2147,B7544,C2587
A2148,B568,C9892
A2148,B8731,C9727
A2148,B9127,C8375
A2150,B6393,C8840
A2150,B7190,C3396
A2151,B8671,C7323
A2153,B4248,C159
A2154,B5995,C6362
A2155,B6722,C9466
A2155,B675,C2998
A2156,B4359,C15
A2156,B4618,C7091
A2157,B6734,C5095
A216,B7463,C5019
A2160,B5157,C2429
A2162,B5910,C85
A2163,B1111,C7626
A2163,B4130,C2824
A2164,B4156,C8742
A2165,B2652,C548
A2165,B8906,C2688
A2166,B101,C3518
A2167,B3834,C3881
A2167,B5508,C8254
A2167,B6317,C9374
A2169,B1786,C1691
A2169,B2981,C1728
A2169,B3984,C7053
A217,B5055,C2649
A217,B7502,C2570
A2171,B6219,C241
A2172,B9048,C2291
A2173,B11,C5926
A2173,B5950,C909
A2176,B335,C6193
A2178,B1242,C2247
A2178,B8364,C693
A2179,B4929,C5123
A218,B2507,C8994
A218,B8638,C7005
A2181,B9199,C302
A2182,B1478,C8026
A2183,B8243,C3607
A2184,B4318,C5282
A2185,B6332,C3963
A2185,B6353,C7738
A2186,B2102,C9799
A2188,B2880,C9698
A219,B6506,C2185
A2190,B267,C8309
A2190,B2861,C2471
A2190,B4562,C8146
A2190,B845,C4248
A2192,B177,C2183
A2193,B4972,C8944
A2193,B7099,C3805
A2193,B958,C1732
A2195,B7127,C2453
A2197,B1834,C5052
A220,B5212,C1915
A220,B840,C7697
A2200,B4622,C4962
A2203,B1883,C3924
A2203,B799,C9244
A2203,B9628,C8116
A2205,B5809,C3657
A2206,B2229,C3189
A2210,B1335,C7234
A2213,B5173,C4538
A2216,B5251,C2196
A2217,B9973,C6667
A2220,B2260,C2045
A2222,B6224,C5652
A2224,B3077,C6112
A2224,B7494,C1687
A2226,B5192,C8295
A2228,B5734,C6603
A223,B6316,C1664
A2231,B1197,C7324
A2231,B5359,C7112
A2231,B8288,C4276
A2233,B4629,C4322
A2234,B3837,C2337
A2234,B4988,C7813
A2236,B3813,C2044
A2236,B5270,C2444
A2236,B5538,C4126
A2236,B6641,C3129
A2237,B2883,C9922
A2237,B8403,C4252
A2238,B1844,C7125
A2239,B2733,C9210
A2239,B5127,C2697
A224,B5785,C8777
A224,B7349,C7947
A2240,B3498,C7961
A2241,B3431,C611
A2242,B1512,C6281
A2242,B8477,C5064
A2243,B16,C2398
A2243,B9797,C7524
A2244,B7550,C1385
A2245,B4584,C331
A2245,B4872,C8796
A2246,B1460,C8056
A2247,B2065,C565
A2247,B559,C8790
A2248,B7831,C5355
A2249,B4987,C213
A2250,B392,C8009
A2251,B6465,C4945
A2251,B9726,C3370
A2252,B1334,C4414
A2252,B6015,C8326
A2252,B8012,C7468
A2253,B3342,C7950
A2253,B5690,C3308
A2255,B6846,C6149
A2256,B7682,C4411
A2257,B2090,C3613
A2257,B4077,C1226
A2258,B5305,C6521
A2258,B7506,C1327
A2258,B9412,C5407
A2258,B9808,C9358
A2258,B9849,C8724
A226,B9491,C386
A2261,B7024,C3064
A2262,B5451,C2008
A2262,B8097,C5474
A2264,B3915,C3216
A2265,B5139,C4481
A2267,B1111,C2109
A2267,B2139,C1819
A2267,B3850,C8102
A227,B6013,C5884
A2270,B9265,C2821
A2272,B5348,C9155
A2273,B9968,C8261
A2274,B1762,C7024
A2274,B2311,C1480
A2275,B2991,C9502
A2275,B8534,C5155
A2276,B149,C9243
A2276,B6606,C4055
A2279,B2890,C6207
A2279,B3032,C1938
A228,B3137,C4444
A2280,B4123,C2311
A2282,B3311,C8155
A2284,B2771,C9282
A2289,B6081,C3481
A2289,B7516,C3564
A229,B4829,C497
A229,B7440,C6659
A2290,B8121,C7324
A2290,B9631,C2389
A2290,B9770,C3617
A2292,B9528,C939
A2293,B3616,C7696
A2294,B9727,C294
A2295,B3710,C3492
A2296,B3458,C147
A2297,B1605,C4372
A2298,B7337,C5648
A230,B259,C6573
A2300,B5472,C267
A2303,B2154,C2207
A2303,B8285,C9699
A2304,B3627,C2597
A2305,B7726,C8505
A2307,B8829,C4770
A2308,B5044,C214
A231,B6571,C1184
A2310,B2241,C8498
A2311,B1311,C131
A2312,B5341,C4112
A2313,B1893,C3647
A2313,B863,C8052
A2314,B4,C3178
A2316,B8313,C8883
A2317,B9421,C3854
A2319,B2141,C8785
A2319,B7324,C2181
A232,B9006,C5591
A2320,B4381,C1497
A2321,B2598,C7548
A2321,B3615,C7922
A2328,B7727,C7213
A2328,B7849,C1270
A233,B1495,C5642
A233,B1707,C7112
A2330,B2767,C9640
A2331,B2613,C4087
A2333,B1578,C9468
A2333,B8278,C2973
A2334,B6553,C9046
A2337,B8324,C3401
A2338,B9257,C1760
A2339,B2514,C4656
A234,B2822,C5536
A234,B7546,C8453
A2340,B3962,C2885
A2341,B9657,C1424
A2342,B9767,C2593
A2343,B7953,C4107
A2343,B8778,C1563
A2344,B578,C933
A2346,B5879,C8970
A2347,B1851,C9959
A2348,B2216,C6073
A2348,B3601,C2412
A2348,B845,C2273
A2349,B8796,C60
A2349,B9131,C9447
A2352,B2454,C9150
A2353,B1544,C6201
A2353,B1800,C903
A2353,B7126,C1671
A2355,B6796,C9723
A2355,B7936,C1636
A2355,B8403,C4839
A2356,B1001,C8060
A236,B2316,C5012
A236,B2757,C5400
A236,B3754,C976
A2360,B5147,C5923
A2360,B6514,C3593
A2361,B163,C2997
A2362,B76,C9095
A2363,B9946,C5187
A2364,B8371,C316
A2365,B6014,C8633
A2365,B7198,C6623
A2369,B317,C2278
A2369,B8101,C6029
A237,B3457,C1628
A237,B7711,C838
A2370,B6092,C8755
A2370,B6833,C6428
A2371,B9537,C5082
A2373,B1605,C2438
A2373,B4778,C5518
A2375,B3886,C3526
A2377,B4367,C9624
A2377,B502,C7807
A2379,B4366,C7863
A238,B2310,C6544
A238,B9448,C8075
A2380,B7284,C541
A2381,B1454,C1483
A2382,B5591,C5587
A2383,B878,C6375
A2385,B4687,C148
A2386,B4324,C405
A2386,B7834,C1104
A2391,B3264,C3424
A2391,B7405,C3012
A2391,B8287,C3402
A2392,B1090,C6251
A2392,B3761,C2381
A2393,B7286,C7211
A2394,B5982,C6568
A2395,B8456,C8865
A2398,B2818,C4694
A24,B1969,C8396
A24,B4861,C9533
A240,B6223,C5998
A2400,B4852,C9641
A2402,B4877,C9799
A2405,B1121,C7948
A2405,B7770,C8050
A2408,B1322,C6446
A241,B6963,C7960
A241,B7112,C8875
A2411,B7692,C9875
A2412,B6438,C9337
A2414,B8106,C429
A2415,B6533,C9439
A2415,B7133,C999
A2418,B8003,C9906
A2419,B4561,C6200
A2420,B5453,C7764
A2420,B7835,C1783
A2422,B1068,C3934
A2422,B8242,C2793
A2423,B95,C5490
A2424,B8467,C2466
A2425,B5151,C6142
A2425,B6541,C171
A2427,B1287,C1806
A2428,B6661,C9428
A2428,B7259,C9082
A2429,B902,C2946
A243,B8158,C6358
A2430,B4609,C4935
A2430,B5514,C7944
A2431,B4959,C7547
A2431,B7316,C8877
A2433,B8335,C1138
A2434,B2232,C1236
A2434,B8476,C98
A2438,B5583,C8352
A2438,B6246,C1490
A2439,B3483,C9340
A2439,B4469,C5835
A2439,B7901,C1829
A244,B3686,C4132
A2440,B6066,C4285
A2442,B5416,C923
A2442,B869,C159
A2445,B950,C8273
A2446,B998,C6460
A2449,B5815,C7228
A2449,B6541,C2644
A2449,B9905,C6689
A2450,B79,C6626
A2451,B215,C7333
A2451,B6849,C98
A2452,B4567,C4071
A2452,B7780,C5124
A2452,B8214,C7839
A2453,B2434,C798
A2453,B5000,C179
A2453,B5298,C8586
A2454,B1730,C6893
A2454,B3274,C7710
A2455,B2770,C1658
A2459,B8750,C7992
A2460,B3260,C3903
A2461,B3058,C2402
A2461,B4465,C9381
A2464,B8621,C3186
A2465,B4270,C5524
A2465,B8489,C7736
A2468,B1140,C7390
A247,B6230,C3441
A247,B845,C3772
A2473,B1184,C5254
A2473,B5972,C7259
A2474,B8511,C448
A2475,B6629,C5622
A2475,B8647,C5339
A2475,B8837,C6984
A2475,B9467,C3257
A2478,B2088,C7798
A2479,B3573,C7867
A2479,B9514,C4542
A248,B460,C894
A248,B5115,C6342
A248,B6350,C3430
A248,B8526,C6120
A2480,B8738,C6273
A2480,B8911,C2961
A2481,B1020,C798
A2481,B3395,C8979
A2481,B4327,C1187
A2483,B7573,C4166
A2483,B8443,C8089
A2484,B4788,C2910
A2488,B1745,C8469
A2489,B37,C3405
A2489,B9346,C3631
A249,B646,C915
A2490,B2688,C3252
A2490,B3578,C5529
A2490,B8631,C2156
A2491,B962,C8582
A2492,B1407,C8331
A2492,B4035,C6353
A2493,B8051,C3779
A2495,B6664,C7441
A2495,B6930,C1957
A2496,B2314,C631
A2496,B2823,C4204
A2496,B4008,C4386
A2496,B6981,C6327
A2497,B6080,C5265
A2499,B3850,C543
A250,B1735,C8503
A250,B2803,C8389
A2500,B7901,C2838
A2502,B3287,C2144
A2502,B4657,C5766
A2502,B7085,C685
A2505,B4141,C4289
A2505,B5468,C9088
A2508,B4605,C5908
A2509,B2722,C5407
A2509,B4925,C872
A2511,B7013,C6693
A2513,B8548,C5713
A2513,B9329,C9330
A2514,B1505,C6936
A2515,B7952,C7636
A2519,B1415,C6254
A2519,B1662,C5470
A2519,B5966,C9554
A252,B281,C5574
A2520,B2213,C5741
A2520,B30,C6299
A2520,B4733,C7649
A2520,B5924,C4027
A2521,B4208,C9353
A2521,B5974,C6897
A2522,B273,C8240
A2522,B6257,C4734
A2523,B9173,C2979
A2524,B3737,C6579
A2526,B1799,C1075
A2526,B1832,C6488
A2527,B3450,C4502
A2527,B586,C7997
A2528,B7599,C5848
A2529,B3025,C2700
A253,B1533,C5885
A253,B307,C1053
A253,B5241,C9595
A2530,B3942,C2003
A2530,B4012,C1094
A2530,B9501,C9351
A2531,B5749,C6150
A2531,B7846,C5296
A2531,B844,C4307
A2533,B142,C7331
A2533,B2896,C7341
A2534,B5719,C1629
A2534,B948,C1108
A2535,B8063,C5497
A2535,B914,C60
A2539,B4768,C4743
A2539,B5730,C2608
A254,B3454,C6215
A2540,B2973,C708
A2542,B1627,C855
A2542,B2778,C7132
A2543,B4004,C6610
A2543,B9801,C6898
A2549,B5284,C3034
A2552,B7524,C2225
A2553,B308,C3674
A2553,B6227,C2483
A2554,B3228,C8315
A2554,B9777,C2072
A2555,B3247,C2693
A2556,B4178,C183
A2558,B9095,C8165
A2559,B1419,C5695
A256,B3600,C529
A2560,B9177,C8643
A2561,B8412,C9546
A2562,B4071,C2389
A2562,B6562,C5303
A2563,B6868,C7109
A2564,B2286,C9468
A2564,B4556,C5189
A2564,B9398,C3523
A2565,B6679,C3168
A2566,B4756,C4923
A2566,B6726,C9340
A2566,B96,C8043
A2567,B6245,C8785
A2567,B7623,C4895
A2567,B8713,C5676
A2568,B2835,C8140
A257,B9150,C5544
A2572,B2712,C7737
A2572,B7607,C4551
A2572,B9788,C628
A2574,B1579,C5130
A2575,B2790,C7939
A2575,B9189,C8040
A2578,B1877,C8510
A2578,B2276,C7338
A2578,B4145,C6785
A2578,B4772,C5863
A2578,B9798,C7163
A2579,B2660,C6837
A2580,B1104,C6046
A2582,B8771,C801
A2583,B5291,C7441
A2583,B8481,C2059
A2585,B601,C9516
A2585,B6209,C9572
A2585,B6402,C8594
A2585,B74,C3197
A2588,B9465,C5561
A259,B7061,C7064
A259,B8280,C8669
A2590,B2585,C2890
A2590,B5223,C3103
A2591,B899,C1437
A2594,B6078,C6441
A2594,B7560,C7459
A2595,B4645,C1928
A2595,B6595,C463
A2596,B5781,C2432
A2598,B5281,C500
A26,B3412,C6590
A26,B4354,C6302
A2600,B4072,C1981
A2601,B4360,C2531
A2601,B6549,C7925
A2603,B4493,C7904
A2603,B6251,C1075
A2604,B725,C8373
A2605,B235,C1726
A2607,B6247,C8200
A2607,B6480,C9150
A2609,B3080,C8135
A261,B9684,C7667
A2610,B502,C9440
A2610,B6964,C4578
A2610,B9032,C8071
A2613,B1640,C8264
A2613,B3355,C2250
A2613,B374,C5701
A2613,B6511,C5004
A2614,B9978,C199
A2615,B5601,C2594
A2616,B1248,C8858
A2616,B7650,C2037
A2618,B584,C5404
A2619,B415,C1600
A2619,B6248,C7286
A262,B7076,C4919
A262,B9436,C1717
A2620,B4012,C2886
A2623,B1106,C1341
A2623,B9672,C2836
A2624,B5918,C9830
A2624,B8721,C1488
A2625,B9298,C8606
A2627,B4293,C2285
A263,B4522,C1727
A263,B8653,C7886
A2630,B6663,C5749
A2631,B4059,C3561
A2631,B4647,C3557
A2633,B2074,C7373
A2634,B278,C3493
A2636,B3915,C2010
A2638,B9128,C916
A264,B3692,C4301
A264,B6921,C9420
A2640,B4252,C6575
A2641,B2062,C9212
A2641,B4197,C1006
A2642,B1134,C4065
A2643,B1158,C6920
A2645,B8341,C5909
A2648,B2440,C5772
A2648,B7300,C4146
A2649,B8845,C6898
A2649,B9737,C4467
A2650,B6050,C1909
A2650,B8140,C6880
A2652,B6499,C8042
A2653,B612,C7350
A2654,B3366,C7461
A2654,B3549,C147
A2654,B437,C7665
A2655,B9531,C7932
A2657,B894,C8789
A2659,B4166,C4532
A2660,B2933,C5802
A2661,B311,C1220
A2661,B5460,C524
A2662,B6612,C9124
A2663,B2149,C5102
A2664,B1798,C870
A2664,B8046,C2216
A2666,B3233,C765
A2666,B592,C547
A267,B7601,C720
A2670,B9690,C8103
A2673,B4430,C1457
A2675,B5480,C3632
A2676,B3842,C99
A2676,B4402,C4023
A2676,B8667,C3291
A2678,B6467,C6276
A2678,B652,C3272
A2678,B7637,C5557
A2679,B9075,C2876
A268,B2188,C8082
A268,B4425,C2780
A268,B8669,C1998
A2680,B3242,C7782
A2682,B4320,C9280
A2683,B6348,C9203
A2683,B742,C3720
A2684,B8931,C9830
A2686,B7873,C6934
A2686,B9884,C516
A2688,B1558,C6979
A2688,B4282,C4175
A2688,B5924,C7138
A2689,B9674,C9291
A2689,B9816,C6760
A269,B9919,C5942
A2690,B1994,C7374
A2690,B9801,C4071
A2691,B586,C6173
A2691,B8634,C4125
A2692,B2245,C3441
A2694,B2687,C5606
A2694,B6247,C8250
A2696,B986,C5790
A2697,B3253,C4182
A270,B150,C1515
A2700,B272,C8029
A2700,B7694,C6824
A2701,B8526,C5561
A2702,B8205,C2380
A2702,B8794,C2855
A2703,B7364,C4523
A2704,B3113,C8171
A2705,B7309,C6637
A2707,B3924,C6868
A2708,B5736,C8075
A2709,B2100,C4225
A271,B4714,C1287
A271,B5337,C6089
A271,B7968,C254
A2710,B1853,C9714
A2712,B4835,C7827
A2712,B8275,C1193
A2714,B3960,C5025
A2714,B7115,C4611
A2714,B8142,C2179
A2714,B826,C6040
A2715,B1849,C3985
A2717,B8292,C8533
A2718,B3284,C4145
A2718,B7030,C5688
A2718,B8652,C9914
A2719,B4438,C5668
A272,B5363,C9267
A2720,B4488,C4473
A2720,B896,C3052
A2722,B4470,C1872
A2722,B8865,C2921
A2723,B4120,C3266
A2723,B8567,C2966
A2723,B9989,C3590
A2724,B4470,C3703
A2725,B5815,C1754
A2726,B7376,C7695
A2726,B9701,C1834
A2727,B1729,C4433
A2727,B7336,C5107
A2730,B2809,C3647
A2730,B7614,C5123
A2731,B2595,C4375
A2731,B2808,C8711
A2732,B6055,C3228
A2733,B5434,C9175
A2734,B3824,C3796
A2735,B2416,C6298
A2735,B7136,C5038
A2736,B4084,C6423
A2736,B5691,C4344
A274,B2853,C8871
A274,B3048,C4104
A2741,B4191,C3039
A2743,B7627,C3919
A2743,B8295,C9913
A2744,B1948,C1455
A2744,B2384,C2593
A2744,B4812,C8728
A2745,B7296,C4469
A2749,B1553,C4744
A2749,B6349,C8006
A2749,B8496,C8237
A275,B5008,C1741
A275,B5314,C4803
A275,B5825,C5554
A2750,B7338,C3328
A2752,B744,C1318
A2756,B3956,C2488
A2758,B4535,C4054
A2758,B4888,C5974
A2759,B5227,C9421
A2759,B9148,C992
A276,B5170,C2159
A2760,B6317,C2537
A2760,B9477,C2972
A2761,B6164,C8556
A2762,B5557,C1104
A2762,B7196,C6599
A2762,B8355,C397
A2766,B7842,C9867
A2767,B1229,C4022
A2767,B9435,C7750
A2768,B4419,C7352
A2768,B444,C7328
A2769,B7681,C8284
A2769,B9960,C6211
A277,B3029,C5136
A277,B6895,C7938
A2770,B1684,C881
A2770,B2309,C9919
A2771,B306,C6212
A2771,B6285,C2930
A2773,B6594,C4749
A2773,B8009,C7612
A2774,B2752,C7333
A2776,B2394,C1821
A2777,B310,C2001
A2778,B9906,C3924
A2779,B7479,C7999
A278,B3515,C6425
A2780,B2784,C3840
A2780,B3603,C5577
A2781,B5603,C7571
A2782,B1254,C5963
A2782,B7626,C6797
A2783,B5264,C4934
A2784,B1391,C436
A2785,B1459,C7900
A2785,B5315,C2751
A2787,B7501,C4101
A2788,B695,C4719
A2789,B4330,C3999
A2790,B2385,C6167
A2790,B832,C5118
A2792,B4992,C4697
A2792,B8305,C7173
A2793,B5237,C1115
A2795,B5892,C8581
A2798,B4486,C2630
A2798,B7336,C3320
A2800,B3485,C8685
A2802,B8299,C5549
A2803,B2709,C8590
A2803,B5287,C652
A2805,B1049,C7060
A2807,B1649,C8968
A2807,B2080,C8218
A2808,B9477,C7441
A281,B7499,C8381
A2810,B6539,C9254
A2812,B5591,C5905
A2812,B6303,C6951
A2813,B4573,C6205
A2815,B3271,C9188
A2817,B335,C2029
A2817,B5925,C8620
A2817,B6239,C982
A2818,B3449,C3179
A2820,B3404,C6930
A2820,B5852,C6098
A2822,B1468,C9611
A2822,B5436,C5584
A2823,B1951,C7398
A2824,B4759,C5261
A2824,B7345,C8039
A2824,B9791,C7200
A2825,B6311,C9326
A2825,B6969,C1941
A2825,B7334,C459
A2826,B9093,C7674
A2829,B1687,C9684
A283,B8421,C3288
A2830,B4252,C4347
A2830,B5221,C5037
A2831,B9839,C4561
A2832,B6080,C1679
A2832,B9458,C5656
A2834,B4050,C3253
A2834,B6159,C5768
A2835,B3336,C5746
A2836,B2408,C2184
A2837,B4353,C3227
A2837,B9506,C2865
A2838,B1109,C7437
A2838,B1128,C307
A2838,B6411,C1600
A2838,B8891,C1209
A2839,B3506,C4776
A2840,B8684,C7186
A2840,B9906,C1290
A2841,B170,C7778
A2842,B1978,C6268
A2843,B1217,C5601
A2843,B231,C9338
A2843,B3955,C1595
A2843,B4450,C5410
A2844,B4400,C7554
A2844,B9048,C3673
A2845,B4497,C3383
A2846,B8487,C4025
A2846,B8635,C1629
A2847,B6748,C481
A2848,B314,C4154
A2850,B6638,C8106
A2850,B7816,C7963
A2850,B7899,C3553
A2850,B9892,C3955
A2851,B307,C8701
A2851,B8211,C1028
A2851,B9933,C5911
A2852,B1721,C1583
A2852,B3326,C3507
A2852,B9307,C5213
A2853,B7209,C4957
A2853,B9645,C605
A2854,B6057,C2012
A2855,B5067,C2796
A2857,B2252,C3434
A2859,B28,C5994
A2862,B3399,C2549
A2864,B2382,C3176
A2866,B7901,C3087
A287,B6812,C3133
A2870,B4567,C2960
A2870,B8101,C8529
A2871,B4551,C6810
A2872,B7631,C4757
A2874,B540,C2077
A2874,B7529,C6721
A2876,B4920,C4266
A2879,B4713,C3408
A288,B3138,C1151
A288,B406,C3298
A2880,B4829,C7678
A2880,B7173,C7629
A2881,B3668,C6148
A2881,B7340,C8243
A2882,B509,C4710
A2883,B5977,C4328
A2885,B4644,C5359
A2889,B2769,C7498
A2890,B9379,C2278
A2891,B5902,C6499
A2891,B8015,C5556
A2894,B4508,C7279
A2894,B6334,C1350
A2894,B7754,C7550
A2894,B9982,C3574
A2896,B2581,C9249
A2897,B2206,C3675
A2897,B2807,C676
A2897,B9552,C8503
A2898,B4726,C5343
A2898,B5305,C4473
A2899,B7667,C2840
A29,B8266,C8884
A290,B8330,C7193
A2900,B8884,C5547
A2903,B3700,C2111
A2904,B7328,C720
A2905,B4059,C7753
A2906,B9753,C681
A2908,B2675,C7627
A2908,B5333,C7750
A2908,B9372,C2633
A291,B2020,C9418
A2910,B2117,C7088
A2910,B3099,C8759
A2910,B8621,C8839
A2912,B3868,C7807
A2912,B4288,C9891
A2913,B1188,C2064
A2913,B2756,C9447
A2913,B4158,C422
A2914,B3663,C3949
A2915,B1081,C8150
A2917,B6275,C4488
A2920,B1825,C1220
A2920,B2330,C8341
A2922,B2547,C1977
A2922,B8089,C9076
A2923,B6424,C7057
A2924,B1886,C1287
A2925,B4822,C150
A2926,B1412,C5375
A2926,B9852,C4101
A2928,B8616,C6647
A2929,B2698,C1139
A2929,B2807,C6320
A2929,B3162,C4221
A2929,B7764,C8668
A293,B5560,C678
A2933,B9754,C8036
A2935,B2219,C7297
A2936,B3560,C3795
A2937,B7739,C7581
A2939,B7668,C8565
A294,B8075,C5542
A2941,B1388,C9403
A2941,B6518,C2404
A2943,B7331,C9419
A2944,B1098,C4234
A2947,B1755,C5545
A2947,B3502,C5201
A2947,B5738,C1266
A2949,B1447,C6059
A2950,B2262,C8090
A2950,B2933,C4312
A2950,B7721,C4737
A2953,B4399,C1936
A2954,B5731,C2811
A2956,B4363,C2720
A2959,B5230,C8397
A296,B2662,C7587
A2960,B3821,C3298
A2960,B8473,C5387
A2961,B4712,C6569
A2962,B8134,C8709
A2963,B6335,C2391
A2964,B2641,C8602
A2964,B7839,C3208
A2966,B2295,C1760
A2967,B1051,C6853
A2967,B9121,C1848
A2968,B588,C5460
A2971,B6438,C9229
A2972,B3433,C2818
A2973,B1661,C8116
A2975,B7960,C3582
A2978,B9247,C9048
A2979,B9796,C1560
A298,B2337,C6908
A298,B2666,C9497
A298,B6003,C3134
A298,B7044,C7225
A2982,B4786,C8172
A2983,B9621,C1738
A2985,B7331,C4966
A2987,B8771,C5747
A2989,B4707,C4755
A2992,B3054,C1536
A2994,B1558,C2945
A2995,B3647,C3049
A2995,B7033,C9316
A2998,B1555,C9430
A2998,B9297,C9174
A2999,B7756,C9043
A3,B2043,C894
A3,B6884,C3412
A3,B8621,C7137
A30,B1108,C369
A30,B520,C8705
A300,B1469,C270
A300,B8431,C8251
A3001,B5649,C8958
A3001,B8904,C8999
A3002,B303,C5172
A3002,B8323,C9346
A3005,B1347,C7383
A3005,B4192,C1650
A3005,B7904,C8721
A3005,B8597,C1084
A3006,B1160,C8294
A3006,B7241,C4034
A3007,B4401,C1526
A3007,B4975,C2683
A3008,B3657,C7991
A3009,B7413,C8438
A3010,B2722,C2818
A3010,B752,C5184
A3010,B8338,C5335
A3013,B3306,C9118
A3013,B6363,C9869
A3014,B2275,C8268
A3014,B3300,C9206
A3016,B1922,C4747
A3016,B6982,C1916
A3017,B146,C7957
A3017,B4650,C1633
A3018,B3649,C7414
A3019,B7382,C8028
A302,B3031,C3194
A3020,B8609,C7356
A3022,B374,C5454
A3022,B5906,C6724
A3023,B5866,C874
A3023,B6200,C4199
A3024,B2793,C2379
A3024,B5638,C4974
A3025,B6338,C3574
A3026,B8778,C2909
A3027,B4574,C5089
A3027,B5256,C5313
A3027,B9246,C530
A3028,B3611,C5962
A3029,B8881,C6159
A303,B4146,C7122
A3030,B6240,C3755
A3033,B5059,C107
A3033,B8954,C4625
A3034,B864,C632
A3034,B9137,C1164
A3037,B8641,C6107
A3039,B4373,C3841
A3039,B7972,C5580
A3039,B9132,C5062
A3040,B7027,C5630
A3040,B7627,C9651
A3040,B8295,C4346
A3041,B7395,C5895
A3042,B712,C9852
A3042,B9024,C5369
A3044,B1361,C340
A3044,B6,C4327
A3044,B9859,C1031
A3045,B5304,C2211
A3045,B8343,C6934
A3046,B7231,C2319
A3047,B9176,C5480
A3048,B5492,C1886
A3049,B7746,C7446
A3050,B9500,C7896
A3051,B9459,C559
A3052,B2903,C8060
A3052,B5108,C1698
A3053,B5573,C5549
A3055,B5342,C1973
A3056,B5033,C586
A3057,B5030,C3593
A3057,B9622,C440
A3058,B2024,C4025
A3058,B492,C4504
A3059,B266,C7861
A3059,B3824,C9596
A306,B9109,C6423
A3060,B796,C295
A3061,B7002,C977
A3062,B4299,C7684
A3063,B1400,C3242
A3063,B5493,C6792
A3066,B6892,C2435
A3067,B6918,C7852
A3068,B601,C2465
A307,B3894,C9376
A3070,B3063,C3311
A3070,B8338,C2981
A3070,B9460,C2274
A3073,B282,C6990
A3073,B9981,C6772
A3075,B1597,C2874
A3077,B6361,C9460
A3077,B8909,C2703
A3078,B2113,C4512
A3079,B4209,C6890
A3079,B7979,C3366
A3079,B8963,C7956
A308,B8111,C1088
A3082,B8884,C9249
A3084,B1057,C3555
A3084,B6706,C2027
A3086,B8680,C1386
A3088,B6301,C6573
A3088,B8974,C8749
A309,B2963,C2954
A3090,B1643,C7330
A3090,B6581,C9820
A3092,B8542,C4210
A3094,B2129,C9138
A3094,B821,C6182
A3096,B6372,C9143
A3097,B8556,C8084
A3098,B3705,C6813
A3099,B9098,C8042
A310,B6416,C2405
A310,B7052,C8712
A3100,B2399,C6149
A3101,B2264,C7387
A3103,B1044,C4189
A3104,B4579,C1812
A3104,B988,C8793
A3106,B3588,C3246
A3106,B4059,C7399
A3108,B1655,C3210
A3108,B4749,C7453
A3108,B4929,C4154
A311,B3901,C6086
A311,B735,C2980
A3110,B7503,C8600
A3110,B9121,C5718
A3118,B8836,C9724
A312,B1126,C6248
A312,B5243,C4310
A3120,B1415,C8694
A3120,B1628,C5180
A3122,B6950,C9429
A3124,B5636,C3190
A3126,B1411,C3304
A3126,B9991,C8118
A3127,B2529,C6225
A3127,B6571,C397
A3129,B8366,C7216
A3129,B8703,C3882
A313,B6673,C8472
A3130,B111,C4875
A3130,B6954,C4530
A3131,B1157,C990
A3131,B7051,C8546
A3132,B9345,C9212
A3133,B4006,C9512
A3134,B7251,C4742
A3136,B5019,C6347
A3137,B7490,C9830
A3142,B662,C7298
A3142,B6896,C5607
A3144,B5756,C2584
A3145,B1471,C7497
A3145,B2650,C5614
A3145,B6413,C7881
A3145,B7790,C7362
A3145,B880,C9672
A3146,B7449,C3190
A3148,B2294,C8372
A3149,B1146,C7165
A3149,B2449,C1743
A3150,B7259,C465
A3151,B9057,C8523
A3152,B1965,C6241
A3153,B1950,C7016
A3153,B2416,C5906
A3154,B5943,C6599
A3155,B152,C6115
A3156,B1836,C6101
A3156,B9144,C7653
A3157,B9463,C7982
A3158,B1813,C7731
A3158,B4752,C5070
A3160,B1461,C3158
A3160,B3597,C8833
A3162,B208,C1563
A3162,B2260,C6381
A3163,B5562,C554
A3164,B5697,C9276
A3165,B3784,C4846
A3166,B6346,C7518
A3167,B8181,C7949
A3168,B201,C2532
A3169,B7484,C1744
A3170,B9856,C1500
A3171,B7983,C655
A3172,B1027,C1010
A3172,B153,C7273
A3172,B4746,C4941
A3172,B8705,C3585
A3173,B6298,C2707
A3175,B2468,C7403
A3179,B4273,C7311
A3180,B8124,C6447
A3181,B2761,C444
A3183,B1162,C5473
